,symbol,metric,value
2148,DISCA,Day's Range,28.44 - 30.01
2149,DISCA,52 Week Range,21.66 - 78.14
2150,DISCA,Volume,"8,935,805"
2151,DISCA,Avg. Volume,"7,220,060"
2152,DISCA,Market Cap,14.642B
2153,DISCA,Beta (5Y Monthly),1.31
2154,DISCA,PE Ratio (TTM),19.63
2155,DISCA,EPS (TTM),1.50
2156,DISCA,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
2157,DISCA,Forward Dividend & Yield,N/A (N/A)
2158,DISCA,Ex-Dividend Date,N/A
2159,DISCA,1y Target Est,39.22
2160,DISCK,Previous Close,27.95
2161,DISCK,Open,28.05
2162,DISCK,Bid,28.37 x 800
2163,DISCK,Ask,28.34 x 1100
2164,DISCK,Day's Range,27.75 - 29.09
2165,DISCK,52 Week Range,20.86 - 66.70
2166,DISCK,Volume,"4,651,737"
2167,DISCK,Avg. Volume,"3,902,215"
2168,DISCK,Market Cap,14.599B
2169,DISCK,Beta (5Y Monthly),1.31
2170,DISCK,PE Ratio (TTM),19.00
2171,DISCK,EPS (TTM),1.50
2172,DISCK,Earnings Date,"Nov 05, 2020"
2173,DISCK,Forward Dividend & Yield,N/A (N/A)
2174,DISCK,Ex-Dividend Date,N/A
2175,DISCK,1y Target Est,33.67
2176,DISH,Previous Close,36.37
2177,DISH,Open,35.83
2178,DISH,Bid,35.80 x 1000
2179,DISH,Ask,36.10 x 1200
2180,DISH,Day's Range,34.89 - 36.55
2181,DISH,52 Week Range,28.53 - 47.05
2182,DISH,Volume,"396,147"
2183,DISH,Avg. Volume,"2,757,787"
2184,DISH,Market Cap,18.788B
2185,DISH,Beta (5Y Monthly),2.10
2186,DISH,PE Ratio (TTM),8.54
2187,DISH,EPS (TTM),4.16
2188,DISH,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
2189,DISH,Forward Dividend & Yield,N/A (N/A)
2190,DISH,Ex-Dividend Date,"Dec 12, 2012"
2191,DISH,1y Target Est,49.61
2192,DG,Previous Close,236.31
2193,DG,Open,235.97
2194,DG,Bid,0.00 x 800
2195,DG,Ask,236.38 x 1300
2196,DG,Day's Range,227.52 - 236.99
2197,DG,52 Week Range,173.50 - 240.14
2198,DG,Volume,"2,615,670"
2199,DG,Avg. Volume,"1,628,953"
2200,DG,Market Cap,52.98B
2201,DG,Beta (5Y Monthly),0.50
2202,DG,PE Ratio (TTM),22.35
2203,DG,EPS (TTM),10.23
2204,DG,Earnings Date,"Mar 16, 2022 - Mar 21, 2022"
2205,DG,Forward Dividend & Yield,1.68 (0.71%)
2206,DG,Ex-Dividend Date,"Jan 03, 2022"
2207,DG,1y Target Est,248.36
2208,DLTR,Previous Close,136.90
2209,DLTR,Open,137.69
2210,DLTR,Bid,133.92 x 1000
2211,DLTR,Ask,135.00 x 1000
2212,DLTR,Day's Range,133.78 - 137.74
2213,DLTR,52 Week Range,84.26 - 149.37
2214,DLTR,Volume,"5,533,514"
2215,DLTR,Avg. Volume,"3,566,431"
2216,DLTR,Market Cap,30.173B
2217,DLTR,Beta (5Y Monthly),0.75
2218,DLTR,PE Ratio (TTM),22.57
2219,DLTR,EPS (TTM),5.94
2220,DLTR,Earnings Date,"Mar 01, 2022 - Mar 07, 2022"
2221,DLTR,Forward Dividend & Yield,N/A (N/A)
2222,DLTR,Ex-Dividend Date,N/A
2223,DLTR,1y Target Est,154.63
2224,D,Previous Close,79.83
2225,D,Open,80.00
2226,D,Bid,0.00 x 1100
2227,D,Ask,0.00 x 800
2228,D,Day's Range,78.70 - 80.18
2229,D,52 Week Range,67.85 - 81.08
2230,D,Volume,"2,892,834"
2231,D,Avg. Volume,"3,202,449"
2232,D,Market Cap,64.088B
2233,D,Beta (5Y Monthly),0.44
2234,D,PE Ratio (TTM),24.95
2235,D,EPS (TTM),3.17
2236,D,Earnings Date,"Feb 10, 2022 - Feb 14, 2022"
2237,D,Forward Dividend & Yield,2.52 (3.16%)
2238,D,Ex-Dividend Date,"Dec 02, 2021"
2239,D,1y Target Est,84.84
2240,DPZ,Previous Close,502.65
2241,DPZ,Open,503.66
2242,DPZ,Bid,489.25 x 800
2243,DPZ,Ask,500.80 x 900
2244,DPZ,Day's Range,485.67 - 509.01
2245,DPZ,52 Week Range,319.71 - 567.57
2246,DPZ,Volume,"832,133"
2247,DPZ,Avg. Volume,"462,506"
2248,DPZ,Market Cap,17.686B
2249,DPZ,Beta (5Y Monthly),0.54
2250,DPZ,PE Ratio (TTM),36.92
2251,DPZ,EPS (TTM),13.18
2252,DPZ,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
2253,DPZ,Forward Dividend & Yield,3.76 (0.75%)
2254,DPZ,Ex-Dividend Date,"Dec 14, 2021"
2255,DPZ,1y Target Est,528.52
2256,DOV,Previous Close,179.35
2257,DOV,Open,180.19
2258,DOV,Bid,179.17 x 1000
2259,DOV,Ask,0.00 x 800
2260,DOV,Day's Range,176.64 - 181.00
2261,DOV,52 Week Range,115.88 - 184.05
2262,DOV,Volume,"489,741"
2263,DOV,Avg. Volume,"649,350"
2264,DOV,Market Cap,26.022B
2265,DOV,Beta (5Y Monthly),1.38
2266,DOV,PE Ratio (TTM),27.85
2267,DOV,EPS (TTM),6.49
2268,DOV,Earnings Date,"Jan 26, 2022 - Jan 31, 2022"
2269,DOV,Forward Dividend & Yield,2.00 (1.12%)
2270,DOV,Ex-Dividend Date,"Nov 29, 2021"
2271,DOV,1y Target Est,194.80
2272,DOW,Previous Close,59.26
2273,DOW,Open,59.30
2274,DOW,Bid,59.72 x 800
2275,DOW,Ask,59.89 x 900
2276,DOW,Day's Range,59.21 - 60.23
2277,DOW,52 Week Range,51.33 - 71.38
2278,DOW,Volume,"4,448,104"
2279,DOW,Avg. Volume,"5,597,431"
2280,DOW,Market Cap,44.332B
2281,DOW,Beta (5Y Monthly),1.62
2282,DOW,PE Ratio (TTM),7.78
2283,DOW,EPS (TTM),7.70
2284,DOW,Earnings Date,"Jan 27, 2022"
2285,DOW,Forward Dividend & Yield,2.80 (4.73%)
2286,DOW,Ex-Dividend Date,"Nov 29, 2021"
2287,DOW,1y Target Est,64.77
2288,DTE,Previous Close,116.82
2289,DTE,Open,117.32
2290,DTE,Bid,117.09 x 800
2291,DTE,Ask,117.19 x 1100
2292,DTE,Day's Range,116.50 - 117.41
2293,DTE,52 Week Range,98.45 - 123.77
2294,DTE,Volume,"34,891"
2295,DTE,Avg. Volume,"987,682"
2296,DTE,Market Cap,22.676B
2297,DTE,Beta (5Y Monthly),0.67
2298,DTE,PE Ratio (TTM),25.92
2299,DTE,EPS (TTM),4.51
2300,DTE,Earnings Date,"Feb 17, 2022 - Feb 21, 2022"
2301,DTE,Forward Dividend & Yield,3.54 (3.03%)
2302,DTE,Ex-Dividend Date,"Dec 17, 2021"
2303,DTE,1y Target Est,127.41
2304,DUK,Previous Close,103.47
2305,DUK,Open,102.81
2306,DUK,Bid,104.40 x 1000
2307,DUK,Ask,104.50 x 800
2308,DUK,Day's Range,102.26 - 104.97
2309,DUK,52 Week Range,85.56 - 108.38
2310,DUK,Volume,"2,990,064"
2311,DUK,Avg. Volume,"2,653,287"
2312,DUK,Market Cap,80.396B
2313,DUK,Beta (5Y Monthly),0.33
2314,DUK,PE Ratio (TTM),26.73
2315,DUK,EPS (TTM),3.91
2316,DUK,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
2317,DUK,Forward Dividend & Yield,3.94 (3.77%)
2318,DUK,Ex-Dividend Date,"Feb 17, 2022"
2319,DUK,1y Target Est,106.98
2320,DRE,Previous Close,65.64
2321,DRE,Open,65.64
2322,DRE,Bid,63.25 x 800
2323,DRE,Ask,64.32 x 800
2324,DRE,Day's Range,63.11 - 65.80
2325,DRE,52 Week Range,37.61 - 66.22
2326,DRE,Volume,"1,366,236"
2327,DRE,Avg. Volume,"1,436,182"
2328,DRE,Market Cap,24.588B
2329,DRE,Beta (5Y Monthly),0.62
2330,DRE,PE Ratio (TTM),26.50
2331,DRE,EPS (TTM),2.44
2332,DRE,Earnings Date,"Jan 25, 2022 - Jan 31, 2022"
2333,DRE,Forward Dividend & Yield,1.12 (1.71%)
2334,DRE,Ex-Dividend Date,"Nov 15, 2021"
2335,DRE,1y Target Est,N/A
2336,DD,Previous Close,81.97
2337,DD,Open,82.06
2338,DD,Bid,0.00 x 800
2339,DD,Ask,0.00 x 1000
2340,DD,Day's Range,81.50 - 83.09
2341,DD,52 Week Range,66.37 - 87.27
2342,DD,Volume,"1,935,953"
2343,DD,Avg. Volume,"2,837,044"
2344,DD,Market Cap,43.018B
2345,DD,Beta (5Y Monthly),1.27
2346,DD,PE Ratio (TTM),7.67
2347,DD,EPS (TTM),10.82
2348,DD,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
2349,DD,Forward Dividend & Yield,1.20 (1.46%)
2350,DD,Ex-Dividend Date,"Nov 29, 2021"
2351,DD,1y Target Est,91.78
2352,DXC,Previous Close,33.48
2353,DXC,Open,33.83
2354,DXC,Bid,34.03 x 900
2355,DXC,Ask,34.40 x 800
2356,DXC,Day's Range,33.51 - 34.57
2357,DXC,52 Week Range,24.17 - 44.18
2358,DXC,Volume,"1,177,587"
2359,DXC,Avg. Volume,"1,709,160"
2360,DXC,Market Cap,8.599B
2361,DXC,Beta (5Y Monthly),2.40
2362,DXC,PE Ratio (TTM),22.43
2363,DXC,EPS (TTM),1.52
2364,DXC,Earnings Date,"Feb 02, 2022"
2365,DXC,Forward Dividend & Yield,N/A (N/A)
2366,DXC,Ex-Dividend Date,"Mar 24, 2020"
2367,DXC,1y Target Est,42.38
2368,EMN,Previous Close,122.89
2369,EMN,Open,123.80
2370,EMN,Bid,124.00 x 800
2371,EMN,Ask,126.08 x 800
2372,EMN,Day's Range,123.53 - 128.00
2373,EMN,52 Week Range,96.27 - 130.47
2374,EMN,Volume,"1,770,820"
2375,EMN,Avg. Volume,"1,065,796"
2376,EMN,Market Cap,17.003B
2377,EMN,Beta (5Y Monthly),1.56
2378,EMN,PE Ratio (TTM),33.94
2379,EMN,EPS (TTM),3.73
2380,EMN,Earnings Date,"Jan 27, 2022"
2381,EMN,Forward Dividend & Yield,3.04 (2.47%)
2382,EMN,Ex-Dividend Date,"Dec 14, 2021"
2383,EMN,1y Target Est,137.62
2384,ETN,Previous Close,171.46
2385,ETN,Open,171.54
2386,ETN,Bid,171.06 x 800
2387,ETN,Ask,170.60 x 1000
2388,ETN,Day's Range,170.37 - 172.29
2389,ETN,52 Week Range,114.01 - 175.72
2390,ETN,Volume,"1,251,155"
2391,ETN,Avg. Volume,"1,520,880"
2392,ETN,Market Cap,68.232B
2393,ETN,Beta (5Y Monthly),1.19
2394,ETN,PE Ratio (TTM),33.22
2395,ETN,EPS (TTM),5.15
2396,ETN,Earnings Date,"Jan 31, 2022 - Feb 04, 2022"
2397,ETN,Forward Dividend & Yield,3.04 (1.77%)
2398,ETN,Ex-Dividend Date,"Nov 10, 2021"
2399,ETN,1y Target Est,184.76
2400,EBAY,Previous Close,66.32
2401,EBAY,Open,65.72
2402,EBAY,Bid,64.54 x 2200
2403,EBAY,Ask,64.54 x 800
2404,EBAY,Day's Range,63.72 - 66.33
2405,EBAY,52 Week Range,51.51 - 81.19
2406,EBAY,Volume,"5,772,936"
2407,EBAY,Avg. Volume,"7,296,409"
2408,EBAY,Market Cap,40.421B
2409,EBAY,Beta (5Y Monthly),1.12
2410,EBAY,PE Ratio (TTM),3.53
2411,EBAY,EPS (TTM),18.28
2412,EBAY,Earnings Date,"Feb 01, 2022 - Feb 07, 2022"
2413,EBAY,Forward Dividend & Yield,0.72 (1.09%)
2414,EBAY,Ex-Dividend Date,"Nov 30, 2021"
2415,EBAY,1y Target Est,78.14
2416,ECL,Previous Close,234.59
2417,ECL,Open,234.68
2418,ECL,Bid,229.39 x 800
2419,ECL,Ask,229.83 x 800
2420,ECL,Day's Range,228.62 - 235.24
2421,ECL,52 Week Range,201.15 - 238.93
2422,ECL,Volume,"691,391"
2423,ECL,Avg. Volume,"927,768"
2424,ECL,Market Cap,65.862B
2425,ECL,Beta (5Y Monthly),1.01
2426,ECL,PE Ratio (TTM),58.77
2427,ECL,EPS (TTM),3.91
2428,ECL,Earnings Date,"Feb 14, 2022 - Feb 21, 2022"
2429,ECL,Forward Dividend & Yield,2.04 (0.87%)
2430,ECL,Ex-Dividend Date,"Dec 13, 2021"
2431,ECL,1y Target Est,235.06
2432,EIX,Previous Close,65.00
2433,EIX,Open,65.00
2434,EIX,Bid,65.46 x 900
2435,EIX,Ask,65.49 x 800
2436,EIX,Day's Range,64.61 - 65.52
2437,EIX,52 Week Range,53.92 - 68.62
2438,EIX,Volume,"1,700,004"
2439,EIX,Avg. Volume,"2,157,061"
2440,EIX,Market Cap,24.819B
2441,EIX,Beta (5Y Monthly),0.69
2442,EIX,PE Ratio (TTM),32.55
2443,EIX,EPS (TTM),2.01
2444,EIX,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
2445,EIX,Forward Dividend & Yield,2.80 (4.31%)
2446,EIX,Ex-Dividend Date,"Dec 30, 2021"
2447,EIX,1y Target Est,71.28
2448,EW,Previous Close,122.26
2449,EW,Open,122.57
2450,EW,Bid,120.00 x 800
2451,EW,Ask,120.34 x 800
2452,EW,Day's Range,120.05 - 122.90
2453,EW,52 Week Range,78.44 - 131.73
2454,EW,Volume,"1,581,825"
2455,EW,Avg. Volume,"2,352,358"
2456,EW,Market Cap,75.207B
2457,EW,Beta (5Y Monthly),1.09
2458,EW,PE Ratio (TTM),51.81
2459,EW,EPS (TTM),2.33
2460,EW,Earnings Date,"Jan 26, 2022"
2461,EW,Forward Dividend & Yield,N/A (N/A)
2462,EW,Ex-Dividend Date,N/A
2463,EW,1y Target Est,129.52
2464,EA,Previous Close,132.50
2465,EA,Open,133.03
2466,EA,Bid,131.21 x 900
2467,EA,Ask,131.23 x 800
2468,EA,Day's Range,130.51 - 133.03
2469,EA,52 Week Range,120.08 - 150.30
2470,EA,Volume,"1,273,471"
2471,EA,Avg. Volume,"2,475,546"
2472,EA,Market Cap,37.003B
2473,EA,Beta (5Y Monthly),0.87
2474,EA,PE Ratio (TTM),48.19
2475,EA,EPS (TTM),2.71
2476,EA,Earnings Date,"Feb 01, 2022"
2477,EA,Forward Dividend & Yield,0.68 (0.52%)
2478,EA,Ex-Dividend Date,"Dec 07, 2021"
2479,EA,1y Target Est,171.16
2480,EMR,Previous Close,96.92
2481,EMR,Open,97.21
2482,EMR,Bid,97.08 x 3200
2483,EMR,Ask,97.10 x 900
2484,EMR,Day's Range,96.93 - 98.30
2485,EMR,52 Week Range,78.33 - 105.99
2486,EMR,Volume,"2,077,149"
2487,EMR,Avg. Volume,"2,904,939"
2488,EMR,Market Cap,57.95B
2489,EMR,Beta (5Y Monthly),1.51
2490,EMR,PE Ratio (TTM),25.47
2491,EMR,EPS (TTM),3.82
2492,EMR,Earnings Date,"Feb 02, 2022"
2493,EMR,Forward Dividend & Yield,2.06 (2.13%)
2494,EMR,Ex-Dividend Date,"Nov 10, 2021"
2495,EMR,1y Target Est,109.83
2496,ENPH,Previous Close,149.28
2497,ENPH,Open,156.64
2498,ENPH,Bid,143.01 x 1100
2499,ENPH,Ask,143.70 x 800
2500,ENPH,Day's Range,143.20 - 157.36
2501,ENPH,52 Week Range,108.88 - 282.46
2502,ENPH,Volume,"2,761,011"
2503,ENPH,Avg. Volume,"2,510,360"
2504,ENPH,Market Cap,19.359B
2505,ENPH,Beta (5Y Monthly),1.18
2506,ENPH,PE Ratio (TTM),124.56
2507,ENPH,EPS (TTM),1.15
2508,ENPH,Earnings Date,"Feb 07, 2022 - Feb 11, 2022"
2509,ENPH,Forward Dividend & Yield,N/A (N/A)
2510,ENPH,Ex-Dividend Date,N/A
2511,ENPH,1y Target Est,254.08
2512,ETR,Previous Close,112.65
2513,ETR,Open,112.65
2514,ETR,Bid,111.23 x 800
2515,ETR,Ask,111.29 x 1100
2516,ETR,Day's Range,110.44 - 112.65
2517,ETR,52 Week Range,85.78 - 115.02
2518,ETR,Volume,"634,866"
2519,ETR,Avg. Volume,"1,109,868"
2520,ETR,Market Cap,22.369B
2521,ETR,Beta (5Y Monthly),0.61
2522,ETR,PE Ratio (TTM),18.01
2523,ETR,EPS (TTM),6.18
2524,ETR,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
2525,ETR,Forward Dividend & Yield,4.04 (3.59%)
2526,ETR,Ex-Dividend Date,"Nov 12, 2021"
2527,ETR,1y Target Est,117.86
2528,EOG,Previous Close,102.02
2529,EOG,Open,101.50
2530,EOG,Bid,100.51 x 900
2531,EOG,Ask,101.89 x 900
2532,EOG,Day's Range,100.63 - 103.35
2533,EOG,52 Week Range,50.08 - 103.50
2534,EOG,Volume,"3,422,056"
2535,EOG,Avg. Volume,"4,132,211"
2536,EOG,Market Cap,59.679B
2537,EOG,Beta (5Y Monthly),2.00
2538,EOG,PE Ratio (TTM),19.66
2539,EOG,EPS (TTM),5.19
2540,EOG,Earnings Date,"Feb 24, 2022"
2541,EOG,Forward Dividend & Yield,3.00 (2.92%)
2542,EOG,Ex-Dividend Date,"Jan 13, 2022"
2543,EOG,1y Target Est,113.72
2544,EPAM,Previous Close,571.11
2545,EPAM,Open,571.11
2546,EPAM,Bid,542.58 x 800
2547,EPAM,Ask,682.00 x 800
2548,EPAM,Day's Range,540.49 - 576.37
2549,EPAM,52 Week Range,333.68 - 725.40
2550,EPAM,Volume,"516,255"
2551,EPAM,Avg. Volume,"641,209"
2552,EPAM,Market Cap,30.664B
2553,EPAM,Beta (5Y Monthly),1.44
2554,EPAM,PE Ratio (TTM),74.97
2555,EPAM,EPS (TTM),7.21
2556,EPAM,Earnings Date,"Feb 16, 2022 - Feb 21, 2022"
2557,EPAM,Forward Dividend & Yield,N/A (N/A)
2558,EPAM,Ex-Dividend Date,N/A
2559,EPAM,1y Target Est,785.00
2560,EFX,"
","

Will be right back...
Thank you for your patience.
Our engineers are working quickly to resolve the issue.
"
2561,EQIX,Previous Close,764.46
2562,EQIX,Open,767.77
2563,EQIX,Bid,752.99 x 800
2564,EQIX,Ask,754.10 x 1000
2565,EQIX,Day's Range,751.40 - 767.77
2566,EQIX,52 Week Range,586.73 - 885.26
2567,EQIX,Volume,"206,922"
2568,EQIX,Avg. Volume,"428,485"
2569,EQIX,Market Cap,67.861B
2570,EQIX,Beta (5Y Monthly),0.36
2571,EQIX,PE Ratio (TTM),158.90
2572,EQIX,EPS (TTM),4.74
2573,EQIX,Earnings Date,"Feb 16, 2022"
2574,EQIX,Forward Dividend & Yield,11.48 (1.50%)
2575,EQIX,Ex-Dividend Date,"Nov 16, 2021"
2576,EQIX,1y Target Est,888.52
2577,EQR,Previous Close,90.50
2578,EQR,Open,90.78
2579,EQR,Bid,90.71 x 900
2580,EQR,Ask,90.75 x 900
2581,EQR,Day's Range,89.23 - 91.01
2582,EQR,52 Week Range,56.79 - 91.20
2583,EQR,Volume,"785,362"
2584,EQR,Avg. Volume,"1,449,255"
2585,EQR,Market Cap,34.048B
2586,EQR,Beta (5Y Monthly),0.81
2587,EQR,PE Ratio (TTM),32.16
2588,EQR,EPS (TTM),2.82
2589,EQR,Earnings Date,"Feb 08, 2022 - Feb 14, 2022"
2590,EQR,Forward Dividend & Yield,2.41 (2.66%)
2591,EQR,Ex-Dividend Date,"Dec 31, 2021"
2592,EQR,1y Target Est,91.22
2593,ESS,Previous Close,342.67
2594,ESS,Open,343.98
2595,ESS,Bid,343.84 x 800
2596,ESS,Ask,344.39 x 1000
2597,ESS,Day's Range,342.40 - 345.28
2598,ESS,52 Week Range,226.79 - 357.90
2599,ESS,Volume,"9,060"
2600,ESS,Avg. Volume,"278,300"
2601,ESS,Market Cap,22.401B
2602,ESS,Beta (5Y Monthly),0.75
2603,ESS,PE Ratio (TTM),50.10
2604,ESS,EPS (TTM),6.87
2605,ESS,Earnings Date,"Feb 02, 2022 - Feb 07, 2022"
2606,ESS,Forward Dividend & Yield,8.36 (2.44%)
2607,ESS,Ex-Dividend Date,"Dec 31, 2021"
2608,ESS,1y Target Est,363.36
2609,EL,Previous Close,345.55
2610,EL,Open,345.55
2611,EL,Bid,333.00 x 900
2612,EL,Ask,333.08 x 800
2613,EL,Day's Range,331.99 - 346.79
2614,EL,52 Week Range,231.97 - 374.20
2615,EL,Volume,"1,223,007"
2616,EL,Avg. Volume,"1,235,884"
2617,EL,Market Cap,120.359B
2618,EL,Beta (5Y Monthly),1.02
2619,EL,PE Ratio (TTM),40.54
2620,EL,EPS (TTM),8.25
2621,EL,Earnings Date,"Feb 03, 2022"
2622,EL,Forward Dividend & Yield,2.40 (0.69%)
2623,EL,Ex-Dividend Date,"Nov 29, 2021"
2624,EL,1y Target Est,378.58
2625,ETSY,Previous Close,178.06
2626,ETSY,Open,179.19
2627,ETSY,Bid,166.15 x 900
2628,ETSY,Ask,166.72 x 1000
2629,ETSY,Day's Range,166.46 - 179.55
2630,ETSY,52 Week Range,153.80 - 307.75
2631,ETSY,Volume,"2,636,704"
2632,ETSY,Avg. Volume,"2,396,019"
2633,ETSY,Market Cap,21.147B
2634,ETSY,Beta (5Y Monthly),1.55
2635,ETSY,PE Ratio (TTM),49.54
2636,ETSY,EPS (TTM),3.37
2637,ETSY,Earnings Date,"Feb 23, 2022 - Feb 28, 2022"
2638,ETSY,Forward Dividend & Yield,N/A (N/A)
2639,ETSY,Ex-Dividend Date,N/A
2640,ETSY,1y Target Est,255.78
2641,EVRG,Previous Close,66.75
2642,EVRG,Open,66.79
2643,EVRG,Bid,66.87 x 1000
2644,EVRG,Ask,66.92 x 1000
2645,EVRG,Day's Range,66.42 - 66.90
2646,EVRG,52 Week Range,51.92 - 69.45
2647,EVRG,Volume,"54,406"
2648,EVRG,Avg. Volume,"1,147,680"
2649,EVRG,Market Cap,15.329B
2650,EVRG,Beta (5Y Monthly),0.43
2651,EVRG,PE Ratio (TTM),17.43
2652,EVRG,EPS (TTM),3.84
2653,EVRG,Earnings Date,"Feb 24, 2022 - Feb 28, 2022"
2654,EVRG,Forward Dividend & Yield,2.29 (3.43%)
2655,EVRG,Ex-Dividend Date,"Nov 18, 2021"
2656,EVRG,1y Target Est,70.50
2657,ES,Previous Close,91.14
2658,ES,Open,91.06
2659,ES,Bid,91.27 x 800
2660,ES,Ask,91.02 x 800
2661,ES,Day's Range,90.22 - 91.46
2662,ES,52 Week Range,76.64 - 92.66
2663,ES,Volume,"928,077"
2664,ES,Avg. Volume,"1,234,215"
2665,ES,Market Cap,31.279B
2666,ES,Beta (5Y Monthly),0.40
2667,ES,PE Ratio (TTM),26.43
2668,ES,EPS (TTM),3.44
2669,ES,Earnings Date,"Feb 14, 2022 - Feb 18, 2022"
2670,ES,Forward Dividend & Yield,2.41 (2.65%)
2671,ES,Ex-Dividend Date,"Dec 16, 2021"
2672,ES,1y Target Est,91.50
2673,RE,Previous Close,269.25
2674,RE,Open,274.99
2675,RE,Bid,276.06 x 1000
2676,RE,Ask,276.79 x 1000
2677,RE,Day's Range,272.67 - 277.65
2678,RE,52 Week Range,209.63 - 289.68
2679,RE,Volume,"35,991"
2680,RE,Avg. Volume,"225,985"
2681,RE,Market Cap,10.854B
2682,RE,Beta (5Y Monthly),0.69
2683,RE,PE Ratio (TTM),10.90
2684,RE,EPS (TTM),25.30
2685,RE,Earnings Date,"Feb 09, 2022"
2686,RE,Forward Dividend & Yield,6.20 (2.27%)
2687,RE,Ex-Dividend Date,"Nov 30, 2021"
2688,RE,1y Target Est,N/A
2689,EXC,Previous Close,56.82
2690,EXC,Open,56.77
2691,EXC,Bid,55.60 x 2200
2692,EXC,Ask,55.61 x 900
2693,EXC,Day's Range,55.11 - 56.84
2694,EXC,52 Week Range,38.35 - 58.01
2695,EXC,Volume,"9,588,258"
2696,EXC,Avg. Volume,"5,518,998"
2697,EXC,Market Cap,54.414B
2698,EXC,Beta (5Y Monthly),0.50
2699,EXC,PE Ratio (TTM),32.53
2700,EXC,EPS (TTM),1.71
2701,EXC,Earnings Date,"Feb 22, 2022 - Feb 28, 2022"
2702,EXC,Forward Dividend & Yield,1.53 (2.69%)
2703,EXC,Ex-Dividend Date,"Nov 12, 2021"
2704,EXC,1y Target Est,59.65
2705,EXPE,Previous Close,181.25
2706,EXPE,Open,181.26
2707,EXPE,Bid,185.16 x 1100
2708,EXPE,Ask,189.80 x 800
2709,EXPE,Day's Range,180.64 - 190.15
2710,EXPE,52 Week Range,118.30 - 191.85
2711,EXPE,Volume,"2,797,345"
2712,EXPE,Avg. Volume,"2,498,452"
2713,EXPE,Market Cap,28.042B
2714,EXPE,Beta (5Y Monthly),1.63
2715,EXPE,PE Ratio (TTM),N/A
2716,EXPE,EPS (TTM),-6.51
2717,EXPE,Earnings Date,"Feb 09, 2022 - Feb 14, 2022"
2718,EXPE,Forward Dividend & Yield,N/A (N/A)
2719,EXPE,Ex-Dividend Date,"Mar 09, 2020"
2720,EXPE,1y Target Est,192.65
2721,EXPD,Previous Close,130.76
2722,EXPD,Open,131.53
2723,EXPD,Bid,131.39 x 1000
2724,EXPD,Ask,131.63 x 1100
2725,EXPD,Day's Range,130.90 - 132.03
2726,EXPD,52 Week Range,88.82 - 137.80
2727,EXPD,Volume,"57,413"
2728,EXPD,Avg. Volume,"1,130,777"
2729,EXPD,Market Cap,22.277B
2730,EXPD,Beta (5Y Monthly),0.79
2731,EXPD,PE Ratio (TTM),19.46
2732,EXPD,EPS (TTM),6.76
2733,EXPD,Earnings Date,"Feb 22, 2022"
2734,EXPD,Forward Dividend & Yield,1.16 (0.89%)
2735,EXPD,Ex-Dividend Date,"Nov 30, 2021"
2736,EXPD,1y Target Est,119.71
2737,EXR,Previous Close,208.45
2738,EXR,Open,204.33
2739,EXR,Bid,207.45 x 800
2740,EXR,Ask,207.66 x 900
2741,EXR,Day's Range,203.49 - 208.68
2742,EXR,52 Week Range,109.42 - 228.84
2743,EXR,Volume,"764,461"
2744,EXR,Avg. Volume,"647,347"
2745,EXR,Market Cap,27.918B
2746,EXR,Beta (5Y Monthly),0.35
2747,EXR,PE Ratio (TTM),38.73
2748,EXR,EPS (TTM),5.38
2749,EXR,Earnings Date,"Feb 21, 2022 - Feb 25, 2022"
2750,EXR,Forward Dividend & Yield,5.00 (2.40%)
2751,EXR,Ex-Dividend Date,"Dec 14, 2021"
2752,EXR,1y Target Est,221.29
2753,XOM,Previous Close,71.14
2754,XOM,Open,71.12
2755,XOM,Bid,70.38 x 2200
2756,XOM,Ask,70.39 x 1800
2757,XOM,Day's Range,70.31 - 71.57
2758,XOM,52 Week Range,44.29 - 71.81
2759,XOM,Volume,"20,792,579"
2760,XOM,Avg. Volume,"20,671,974"
2761,XOM,Market Cap,300.932B
2762,XOM,Beta (5Y Monthly),1.35
2763,XOM,PE Ratio (TTM),N/A
2764,XOM,EPS (TTM),-1.39
2765,XOM,Earnings Date,"Feb 01, 2022"
2766,XOM,Forward Dividend & Yield,3.52 (4.93%)
2767,XOM,Ex-Dividend Date,"Nov 10, 2021"
2768,XOM,1y Target Est,73.40
2769,FFIV,Previous Close,239.67
2770,FFIV,Open,240.82
2771,FFIV,Bid,236.99 x 800
2772,FFIV,Ask,236.09 x 1300
2773,FFIV,Day's Range,235.85 - 241.79
2774,FFIV,52 Week Range,174.34 - 249.00
2775,FFIV,Volume,"242,750"
2776,FFIV,Avg. Volume,"445,606"
2777,FFIV,Market Cap,14.473B
2778,FFIV,Beta (5Y Monthly),1.06
2779,FFIV,PE Ratio (TTM),44.27
2780,FFIV,EPS (TTM),5.34
2781,FFIV,Earnings Date,"Jan 25, 2022"
2782,FFIV,Forward Dividend & Yield,N/A (N/A)
2783,FFIV,Ex-Dividend Date,N/A
2784,FFIV,1y Target Est,249.13
